"pdate","pdate 2","marka","cheader","cheader 2","comments"
"Jan 01","2023","Town & Country","TIPM Failure. Would Not Start","150,000 miles","Car won't start. Turn the key and there is a 1/2 second starter engagement and then nothing. It will not start. Battery is strong, new and oversized due to chat room advice. The car still intermittently will not start. TIPM relays are faulty. Dealer and repair shops want $800 to $1200 to replace and reprogram the TIPM."
"Mar 15","2019","Town & Country LX 3.6L","TIPM Failure. Would Not Start","113,000 miles","The whole fuse box is garbage - 4 years ago I have to paid 500 dollars to bypass the fuel pump relay. Now the dash illuminates like a Christmas tree, the windows will roll down on it, and the door will open on it. You can be in the road and shows battery is dying and the wipers will go on as wells as the dash light the radio will go off. You can stop at the mall and lock the car when you came out is wide open with the Windows down. It's a mess. Is been like that for a while - first was the fuel pump. A recall was open for the same part on a Jeep on the same year but no for Chrysler. And it's been getting worse little by little."
"Dec 18","2019","Town & Country Touring 3.6L V6 Pentastar","TIPM Failure. Would Not Start","114,000 miles","Wife parked the car in the garage and noticed an electrical whirring sound coming from the rear of the car after it was turned off. It was dead in the morning. I was able to jump start it and drive it around but even with a restored battery it would not start without a jumper cables AND help from some starter fluid. Mechanic diagnosed the bad TIPM and replaced it. Part cost was over $1200 from dealership plus diagnostics and probably one hour of installation time, for a total of almost $1,500."
"Sep 21","2020","Town & Country","TIPM Failure. Would Not Start","116,620 miles","My TIPM had to be replaced at Suburban Chrysler Dodge Jeep Ram of Garden City, Michigan. First I brought my 2011 Town and Country to my normal place we take our cars. They replaced a cam sensor for $180, which wasnâ€™t the problem so they told us to take it to the dealership. My van would turn over and turn over but wouldnâ€™t start. Iâ€™ve heard of the recall for the TIPM on Dodge Durangoâ€˜s and Jeep Cherokee. My question is why isnâ€™t the recall for the 2011 Town and Country which many people are having the same issue. I believe this should be a recall part so Chrysler do the right thing and call recalls for the tipm before it causes any damage or death. You know itâ€™s a problem so do the right thing. FIX THE TIPM PROBLEM!!!!"
"Jun 08","2021","Town & Country Touring 3.6L 6cy","TIPM Failure. Would Not Start","118,000 miles","My car stalled out and died when i was at a stoplight yesterday.It constantly had the doors opening and closing, and the alarm going off all hours of the night. It never wants to start and sputters and sputters. We've had the issue since we got it 4 years ago."
"Jan 26","2021","Town & Country Touring 3.6L V6","TIPM Failure. Would Not Start","137,414 miles","Failure of TIPM. The inner relay for fuel pump works intermittently or not at all. The car will not start. This failure of the TIPM has also resulted in damage to the fuel pump and has rendered it broken."
"Dec 29","2020","Town & Country Touring-L 3.2L V6","TIPM Failure. Would Not Start","99,891 miles","Hello Minivan Team, This is the second time it happened to me. First was on 8-26-17, when I had to spend a crazy amount of money to replace the Alternator and came back to the road. Now on 12-29-20, the same issue and the same crazy amount of money $1707.51. This... it's just not right."
"May 02","2020","Town & Country V6","TIPM Failure. Would Not Start","125,000 miles","This is the second time and irs only been 50,000 miles since I got the car. Why canâ€™t Chrysler make a decent part? I want restitution!"
"Oct 28","2017","Town & Country","TIPM Failure. Would Not Start","100,000 miles","Chrysler really needs to step up and take care of this TIPM issue. My van is so nice and it is terrible to think that this one thing has caused so many issues."
"Aug 11","2019","Town & Country V6","TIPM Failure. Would Not Start","93,500 miles","TIPM failure resulted in being stuck an extra night near Ottawa, ON Canada, while on vacation from Cincinnati. Cost an extra night of hotel plus towing plus an hour of diagnostic testing by Canadian Tire. Testing verified alternator, starter, battery all in great condition, and symptoms exactly match defective TIPM, particularly a fuel relay defect. Car stalled while driving away from Canadian Tire. Car continued to fail to start on first attempt under any condition. Found it has been possible to start on 3rd attempt, only if transmission is in Neutral. Extremely stressful to be about 850 miles from home and across an international border with a car that can't be relied on. Tried calling numerous Chrysler/Dodge/Jeep dealers as well as independent repair shops, none had availability to even attempt to replace the TIPM within 10 days. Was advised TIPM can't be DIY replaced either due to need for programming. Chrysler should DEFINITELY have an ""emergency"" classification that lets people who are stranded far from home get urgent priority for this repair!!"
"Dec 15","2015","Town & Country Limited-L 3.6L 6v","TIPM Failure. Would Not Start","80,000 miles","Bought my 2011 Chrysler T&C in June 0f 2014. We are the 2nd owners of the van, it had approx. 60,000miles when we bought it, we purchased an extended warranty at purchase. I am the primary driver of the van, about Aug. 2015 we started to have issues with the van having intermittent electrical issues. We had the battery replaced & the alternator was tested; it tested good. The problems seemed to have resolved themselves. Then it started having intermitten issues again at the end of Oct. beg. Nov.; the biggest of these intermitten issues(both times was not starting). We took it to have the code(s) read to see if it was throwing a code. However, the checks always came back the same, ""No codes"". Then as the problem progressed the van stalled on me in the middle of a 45mph road, as I was stopped at a red light with my kids in the car. Then a few days to a week later it stalled on me in my neighborhood going 10mph, I was barely able to coast it to the side of the road & eventually get it to restart. About a week later it went from every few days to a week or so of going out to take my kids to school & not being able to start my van, to it being an everyday issue & being harder & harder to get it to start or stay started once it would finally start. We took it to our dealership, about 12/5/15 to leave it there until they repaired the van. At that point I did not feel that my van was safe for daily commuting. The dealership proceeded to tell me that it was my fuel pump, I kindly disagreed & told them that it was the TIPM but they could go ahead & replace the fuel pump but they were going to ensure that my van was 100% fixed & safe before they gave it back to me. They called a few days later & informed me that it was indeed the TIPM & they would need to order a new one. It was replaced & reprogrammed on 12/15/15.I actually purchased the Van in August of 2014, not June."
"Jan 28","2019","Town & Country Limited 3.6L V6","TIPM Failure. Would Not Start","100,201 miles","Van had been starting under the remote start, rather than with the push button. Codes had been indicating Camshaft position sensors (Bank 2 and Bank 2) both replaced, and misfires in Cylinder 6, replaced both coil and plug, Tire pressure sensors were also intermittent. Finally today it total  the bed and after towing it to the dealer was told TIPM replacement was needed, given what I have learned of this, all the previous issues may related directly to this part and its $1500.00 price tag. Given that Chrysler has already admitted this is a problem in there SUV's why is this not a covered repair for my $40,000 minivan?"
"Oct 04","2018","Town & Country Touring 3.6L","TIPM Failure. Would Not Start","124,000 miles","Wife called and said the van would not start one morning it would crank but not start, had her take my truck that day. Got home from work and it started right up for me. I drove it to work for the next week no problems. She drove it to work for a couple of days then it didn't start AGAIN??? I looked up common crank but no start problems and found info in the TIPM issues Great. I did the fuel pump relay bypass on it and that worked great until November when it got cold. It would start fine in the garage but when sitting outside at her work she would have to try 4 to 5 times to start same crank but no start. Now its sitting in the garage waiting for the oil filter housing part because of an oil leak."
"Jun 01","2015","Town & Country LX V6","TIPM Failure. Would Not Start","47,000 miles","I have a 2011 Chrysler Town and Country minivan. It started have electrical power problems at only 45k miles. The air and lights would randomly come on and off. Than my van battery would be dead. I took it in to test the battery and autozone and mechanic stated that the alternator and battery were good.I took it into the dealer because my automatic doors would not open, it was as if they were stuck. I told them I believed it was a overall computer/power issue. They sent me away saying the sliding door motors needed to be replaced each costing thousands of dollars. I didnt replace them and felt like it was not the overall problem. It feels like there are multiple problems going on all at the same time or same day just different times. Battery completely dead. screeching belts, car acting like it wont start than does after about 7 minutes of trying. Key fob not working or being able to start the car. I replace batteries in key fob, didn't help. Mechanic said it was probably a van computer issue or fuses. I replaced the battery and all the fuses, as well as the belts and pulleys and battery connections.I am so frustrated. I see that my make and model or vehicle has had many of these complaints and same problems. I do not want to open a lawsuit but I am a single mom going through domestic violence/child abuse case with my ex and do not have the money to get a new vehicle."
"Sep 03","2018","Town & Country","TIPM Failure. Would Not Start","115,000 miles","This issue started in 2015 with electrical issues only involving the battery. We had it in shop a few times, each time they fix things but not the actual problem. These were annoying issues but wouldn't keep us down for too long. This current issue which is now just dangerous and ridiculous has been going on for over a year. I began coming back to the car only to find windows rolling down or doors or back hatch opened wide. So now I can no longer run several errands at a time, because I can not leave anything valuable in the vehicle in case the doors decide to open. Also, while driving, the dash board, the radio, the air conditioner, all things electrically ran will just shut down. Nothing turns back on nor can I accelerate the vehicle until it clicks back on seconds to minutes later.I have 4 children and we both work full time jobs. We have a very busy household and this is very disappointing that a van which is known for being a reliable family vehicle has given this many headaches. Its clearly not a wear and tare and it should have been recalled through out the Chrysler brand."
"Aug 28","2018","Town & Country","TIPM Failure. Would Not Start","106,000 miles","On August 28, 2018, went to start the vehicle after shopping and the van would not start up. Sounded like it wanted to start but wouldn't. It ended up starting up, but the issue with starting became intermittent and a safety and dependability concern. Took the vehicle to a local automotive shop and they recommended taking it to the dealership, they believed it was a module issue, they said fuel filter and fuel pump looked fine. Had vehicle towed to the dealership, probably could've got the vehicle to start up after several tries but wasn't sure what was wrong with it and didn't know if it would just stop while driving. Once vehicle got to the dealership they kept it to diagnose, called us following day and told us they would need to replace the fuel pump at a total cost of $843.They called on Saturday, September 1st to let us know it was ready for pick up, got to the dealership and started the vehicle up and the same problem persisted as to when we dropped it off in the first place. Today, September 4th we received a call from the dealership saying that they placed our original fuel pump back into the vehicle and diagnosed it with a TIPM failure, the cost will increase to $1,111.00. The vehicle is supposed to be completed tomorrow. My main concern is that many Chrysler products have had TIPM issues, why hasn't this been recalled??Other Chrysler products that are 2011's, but not Town and Country's, have been recalled for this issue, why has this petition been denied. I really wish more people would do their due diligence and report these things, it could save many of us this hassle and also save the consumers money....and most importantly, make Chrysler stand behind their product!!"
"Jul 24","2018","Town & Country","TIPM Failure. Would Not Start","65,000 miles","All TIPMs should be replaced. They're all crap. Engine won't start, lights go crazy, batter drains, fuel pump burnout, alternator burn out, engine dies... This van is an accident waiting to happen."
"Aug 19","2018","Town & Country","TIPM Failure. Would Not Start","70,000 miles","We were without a vehicle for 3 weeks while techs tried to solve this problem. First they told us it was the engine, so we had that replaced and it still had the same no start issue. Then they told us it was a crankshaft sensor so we had that replaced and still had the same issue. Finally they figured out it was a faulty fuel relay and our van was good. We spent over $5,000 resolving this issue and it would have been $1100 more if we had replaced the TIPM instead of just bypassing it!"
"Mar 15","2025","Sorento SX 3.3L","Engine Blown","55,145 miles","The little old lady vehicle. Original owner, services done when needed. 55145 miles and the engine is failing. KIA says no warranty in effect. This is bullshit. Customer never got any notices or letters in the mail. This is not right!! Where is a woman, on fixed income going to get the money to fix it? Who has $15k just sitting around? Any help or advice would be helpful."
"Feb 10","2025","Sorento 4 cyl","Engine Blown","130,000 miles","Engine just died. According to KIA mechanic they have bad connector rod bearings and this is what went bad."
"Nov 13","2020","Sorento Sport V6","Engine Blown","105,000 miles","This was the blown head gaskets under the extended warranty. It was fixed for my portion of 335.00 - then 5 months later the rings went out completely. The cost to replace engine with a used 63,000 engine was $8700."
"Aug 16","2022","Sorento SX 3.3L","Engine Blown","92,118 miles","I was on vacation in the GaspÃ© area (about 950km away from home)... the engine (V6 3.3L) failed completed... it had a terrible knocking noise, and I just managed to get the vehicle to the Kia dealership in GaspÃ©."
"Apr 29","2022","Sorento EX 3.3L V6","Engine Blown","119,000 miles","I bought a used 2014 3.3L V6 Kia Sorento EX. I hadn't even driven 1000 miles and it started over heating. Took it in and thermostat was replaced. Fine for about a week and then started over heating again. Was told that I had a blown head gasket. OK - I understand just bad luck and sometimes that happens. During repair they discovered head bolt threads were stripped from aluminum block and I would have to have an engine replacement. Kia quoted me a price of 11,500.00. I still owe 13,000.00 on the car because I had just bought it. I don't know what I am going to do. It has been a financial disaster that I can't recover from."
"May 08","2022","Sorento LX 3.2L V6","Engine Blown","100,000 miles","The car began to have a knock. We took it to our mechanic who stated the engine was blown. Called the local dealership and Kia both. SO SORRY - you're the second owner and there is no warranty. Estimated cost to replace engine is over $7K."
"Oct 09","2021","Sorento 2.4L","Engine Blown","140,000 miles","I was driving at the time that my check engine light came on the dash board. I immediately stopped the car tuened off the engine and proceeded to look under the hood for any obvious issues. I didn't see anything so I tried to restart my car with no luck. The car have never ran again. I still owe on this car and it no longer runs. I have taken it to 2 different mechanics and they both stated the engine has locked up on this car."
"Dec 23","2020","Sorento LX V6","Engine Blown","104,500 miles","We only bought this car 3 years ago and today we were told that the engine fell apart and the it would cost 13,000 to fix it! The thing that is frustrating and scary is that there were no warning lights, nothing to indicate that there was an issue. We took it in for regular maintenance and would have addressed any issues if we knew about them - it was one minute itâ€™s fine, the next the engine needs to be replaced!"
"Dec 07","2020","Sorento LX 3.3L V6","Engine Blown","155,048 miles","The problem started after I decided to start taking the Sorento LX V6 3.3L into the dealership shop to make sure it gets serviced by the ""right professionals"". It has been at least two consecutive and maybe three times that I have had oil changes at this Kia dealership. I was told that there was very little oil left in the motor. I was confused as this was the first time I have heard this and I have used Good year, Firestone and a couple of other local shops service the car previously. The vehicle was making rattling noises coming from the engine shortly after getting an oil change so I took it back to the dealership shop. The service Advisor tells me that I'm low on oil. I said, how could I be low on oil when I had it serviced here at this shop?"
"Sep 22","2019","Sorento V6","Engine Blown","86,130 miles","I had the engine blow in my Kia sorento, due to a Factory recall in the engine block, Kia is refusing to honor the recall or give me any compensation, the car has been in the shop for 5 weeks now, no replacement car, no offers from kia for aid, nothing! I still have yet to get it back, I had to take it to an auto body shop as Kia wanted almost 9 grand for it, when this is also a rebuilt 0 mile engine, I am furious with kia, and never recommend them to anyone..."
"Jul 30","2018","Sorento LX 4","Engine Blown","90,000 miles","The engine was inspected under the warranty recall. The service guys told us we could replace at the time or wait to see what happens. They thought the vehicle seemed ok. I was driving on the freeway , less than ten minutes from home when the vehicle shut down. Smoke entered the cab and fire was seen coming from the engine compartment under the hood . I coasted the car past an off ramp and started to exit the vehicle. IT WAS VERY DANGEROUS MOVING THE CAR OUT OF TRAFFIC. I could not see through the windshield and had to roll down my window. The engine seized and the smoke stopped. The car would not restart. I called a tow truck and had the car towed to my home."
"Nov 17","2018","Sorento LX 4.6L Gdi V4","Engine Blown","118,118 miles","My first documented attempt to have my engine replaced due to the sc147 recall was at 96,700 miles or before. The dealer did not fix the problem and my Kia was brought in to the dealership 4-5 after that with my complaints of engine symptoms related to the sc147 recall. Not until approximately 116,000k did my engine completely shut off while I was driving on the highway."
"Dec 24","2018","Sorento LX V6","Engine Blown","113,000 miles","I took my 2014 Sorento in for recall checks on Friday December 21, 2018. I was told there was 3. 2 were part replacements and 1 was the metal check in the engine where they told me they did a ""complimentary"" oil change. They said everything checked out an sent me on my way. We noticed immediately one of the head lights was out, but my husband fixes those no problem, so we didn't pay it any mind. It was Christmas weekend so we didn't do much besides drive a few miles to the store, so the car mostly sat until Christmas Eve. He were headed to see family, not to far maybe 15 miles at most. We noticed the engine making noises that didn't sound great but thought we would at least make it through the day. NOPE! Engine completely friggin died. There we were on the side of the road 3 kids in the car at 10PM on Christmas Eve. Kia has had my car now for 24 hours and I haven't heard a word."
"Dec 05","2017","Sorento LX 2.4L","Engine Blown","56,211 miles","Purchased my wife a 2014 Kia Sorento back in November of 2017 at our local Kia dealership. The SUV looked like new and only had around 50,000 miles on it. I was the second owner and looked like the previous owner took care of the car. Took it home and not three weeks later the engine blows."
"Sep 21","2017","Sorento EX 4W 3.2L V6","Engine Blown","12,400 miles","I have been trying to get a slight miss repaired since the first oil change. Eighteen (18) injectors, 4 new tires (could not balance original tires) later, I took the new service manager for a drive. He agreed there is something wrong with this car. Took it in for scheduled repair (again) on 8/13/17 and on the morning of 8/14/17 when the mechanic started the motor, the parking lot filled with smoke from exhaust. Motor blew in their shop."
"Jan 15","2016","Sorento ES","Engine Blown","40,000 miles","I had all of my receipts from my oil changes. However, I was told by KIA that they would not honor the warranty because one of the oil changed used an after market oil filter instead of a KIA oil filter. My car smoke upon acceleration and has very little power. I was told there is sludge in the engine and I need a new one. I just cannot afford an $8,000 repair. I will never trust KIA again. This was my very first brand new car and I am upside down in payments. I owe more than it is worth. I am stuck and this is so miserable."
"Sep 02","2016","Sorento LX 2.4L 4 cyl","Engine Blown","35,782 miles","Purchased 2014 Kia Sorento in December of 2014. First three service jobs were completed at the dealership. On 9/9, I noticed smoke coming out tail pipe upon acceleration. Husband checked oil, said it was fine but said it needed changing. I knew I was about 2K over recommended oil change. Took to Jiffy Lube to have oil changed on Monday 9/12, when pulling into Jiffy Lube, smoke is billowing out the back of the car. They checked oil said there was no oil. They put oil in it and I went straight to dealership."
"Jul 30","2016","Sorento SXL 3.3L V6 Awd","Engine Blown","59,506 miles","I was driving my vehicle to Amarillo,TX and the trip is about 100 miles from where I live. Shortly after I left home my A/C stopped working and would only blow warm air, I had an appointment the following week to get the 60,000 mile service, so I just added to the things they would have to look at because it was working intermittently prior to that. About 55 miles into the trip while my cruise control was set my vehicle started losing power, there was no warning lights or indicator that there was a problem. I pulled over to the side of the highway and noticed smoke coming out of the hood. I wasn't in a town and it was 95 degrees outside. While on the phone with Kia roadside assistance a state trooper pulled up behind me, roadside assistance told me that it would be 90 minutes to get a tow truck to me and at that time the state trooper told me he could have one there in 20 minutes, so instead of waiting on the side of the road for 90 minutes I let the trooper get a tow for me. The vehicle was towed to the same dealer that I bought it from, this happened on a Saturday, so they couldn't look at it until Monday. Kia did not have a loaner vehicle and since I was stranded and due to the time, I had to rent a vehicle from the airport, which was $300 a week. Monday they called and told me that it would need a new engine and they had to see if Kia would cover it, 5 days later they said they would cover it, but in the meantime I am still having to pay for a rental. My car was towed there on 30 Jul and was not finished until 24 Aug. It is now 7 Sep and I am still waiting on a decision from Kia to reimburse me for the tow and rental expenses. I was told that Kia would reimburse $25 a day if I rent a non Kia vehicle and $35 a day if I rent a Kia, I did not find a rental for less than $50 a day. I live in a small town, the closest rental agency is 30 miles away and there is only one agency in the area, so I'm lucky if they even have a car available, let alone it being a Kia. I have more I can say but I think people can get the picture. I loved my car, but after my experience with how they do business I will never buy a Kia again."
"Apr 29","2016","Sorento","Engine Blown","13,500 miles","Kia has yet to say that they will honor the warranty. My husband changed the oil and they are trying to determine if my husband put some other substance in the car. He has been changing oil for 50 years - I think he knows what he is doing. We are still waiting for an answer but after reading the four other comments about blown engines, I am not too optimistic. They have said it is an $8000.00 repair!!! They have given me a free loaner though."
"Dec 10","2015","Sorento","Engine Blown","30,000 miles","I purchased the Kia Sorento new June 2013. I had my first oil change at the dealer at about 5700 miles on or about November 2013. The dealer told us that Kia had the best warranty and only suggested oil changes at 7500-10,000 mile intervals. I purchased the oil and my father changed the oil 2 more times once in July 2014 and again September 2015. This vehicle was purchased for my wife who gave birth to our son three days after purchasing the vehicle. It was not driven often because she did not return to work until October 2013. As a teacher she only worked until May 2014 and did not return to work until September 2015. She worked less than 10 miles from home therefore our mileage was low. Around December 10, 2015 my wife said the car was â€œacting funnyâ€. I told her to come home and I would have my dad look at it. When she came home the car appeared fine no lights, no warnings, no sounds that wasnâ€™t normal. The next day we were driving and the car it just stopped on the side of the road. We had it towed to the dealership. The dealer took several days to tell us that the engine was blown because we didnâ€™t change the oil enough. We were not due for another oil change for 5000 miles. After a month of waiting Kia told me they were not fixing under warranty. I have spoke to many people, dealerships, junk yards, mechanics... all say after only 30000 on the car no way it should have that much engine sludge to blow the engine even IF it was never changed. (But it was I am not an idiot I know a car needs oil changes this isn't my first car and I wasn't born yesterday!!!!!)"
"May 18","2019","Liberty Limited 3.7L","Window Regulator Breaks","68,000 miles","This will be the third window regulator I've had put in the Jeep Liberty. The back windows I hardly ever used, they broke. Now I have a back passenger window propped up with a wedge, and now the driver side door one breaks. I don't know which one to fix first. And it cost around $300."
"Aug 20","2020","Liberty Renegade V6","Window Regulator Breaks","113,000 miles","Apparently, if you buy a Liberty with the original regulator, it's probably going to break."
"May 15","2018","Liberty","Window Regulator Breaks","65,000 miles","Wish I would've know about this website before buying 2006 Jeep Liberty. 3 of my window regulators broke, feel the need to add to the statistics by at least reporting one of them. I was a big fan of Jeep before this car, but this recurring regulator issue has cost me over $1000 dollars to repair and added quite a bit of stress since I have young kids in the back seat. The regulator broke randomly, and the glass keeps dropping in the door...I cannot believe this isn't a recall item!!!"
"Oct 01","2010","Liberty Sport","Window Regulator Breaks","40,000 miles","So Chrysler covered the new motors BUT the new motors did not fit the current glass windows. Had to buy 2 new windows for the fix. The manufacturer should have covered the new windows since they changed the size."
"Mar 01","2017","Liberty Limited Crd","Window Regulator Breaks","157,000 miles","Chrysler needs to pay for repair for the lifetime of the vehicle..."
"Nov 10","2017","Liberty Sport V6","Window Regulator Breaks","79,860 miles","At least the door opens. We just need to get a new regulator to replace this one. After reading about all the issues with OEM parts we may be going with an aftermarket one."
"Nov 02","2015","Liberty Sport V6","Window Regulator Breaks","73,540 miles","In 2015 the rear driver side window regular stopped working. To make matters worse, when it decided to stop working it got caught in the door latch and we cannot open the door, hence the reason it hasn't been fixed yet. My husband will do the repair as he works in a auto body shop it's just him nor any of the guys he works with have figured out how to get the panel off to get the door open to fix it. We are about ready to buy a new door panel and just cut this one apart to get in to fix it."
"May 05","2017","Liberty V6","Window Regulator Breaks","125,000 miles","I understand the 2006 - 2007 Liberty has had recalls for this problem on certain vehicles. I contacted FCA they said mine was not one of them, but to have 2 regulators out on separate windows strongly suggest that FCA missed this one... nice job FCA way to cover up."
"May 13","2013","Liberty","Window Regulator Breaks","130,000 miles","This was the 3rd (or 4th) window that I had to fix. So aggravating!! Why can't this problem be corrected?? My car guy said that the replacement parts were so poorly made that it will just keep breaking. And for me to be prepared to have them tear up again. So aggravating!!!!!!!!!!!!"
"Mar 20","2014","Liberty","Window Regulator Breaks","100,000 miles","NEEDLESS TO SAY AFTER REPLACING A WINDOW REGULATOR FOR THE FORTH TIME ON MY JEEP THAT I LOVE OTHERWISE, I AM SO PISSED THAT JEEP HAS NOT COME UP WITH A SOLUTION FOR THIS PROBLEM. WHAT THE HECK!!!! I WILL NOT RECOMMEND ANYONE BUY A JEEP!!!!!!!"
"May 02","2017","Liberty","Window Regulator Breaks","97,525 miles","This is the second one on the same vehicle. Makes American made stuff not worth looking at. Thanks Cry Slur! You just worry yourself about making sure you can fart through silk shorts while you put out shoddy cheap breakable product. I was a jeep fan, now you have broken the trust."
"Apr 19","2017","Liberty Sport 3.7L V6","Window Regulator Breaks","103,000 miles","Been lucky I guess, mine stays in the garage so it may have taken longer to break. I don't drive it much, maybe 1,000 a year. Went out the other day and the passenger rear window was all the way down inside the door. This happened with the Jeep sitting in the garage all on it's own. Hopefully my extended warranty I bought with the Jeep will take car of it. Have to call Carmax soon and see."
"Feb 12","2014","Liberty Limited 3.7L","Window Regulator Breaks","100,000 miles","The regulator is going out again. I took it to Jeep the first two times and got soaked real well 450.00 the first time and right at 400.00 the second time. Going out again. so I thought I would at least bitch about it. On a fixed income and babying it so I don't have to put out another 400.00."
"Jul 14","2015","Liberty Limited V6","Window Regulator Breaks","130,000 miles","Both rear windows and passenger front broke. Cost $225 at mechanic, about $100 to do it yourself. I would suggest to do it yourself as they will break again. 3rd time I have replaced."
"Sep 30","2014","Liberty Sport Crd","Window Regulator Breaks","93,206 miles","This is the 4 of 4 issues with the window regulators. All 4 have been replaced and will hopefully hold up until I get rid of this piece of crap of a vehicle. Never buying Jeep again and totally turned off of domestics altogether."
"Nov 12","2012","Liberty Sport Crd","Window Regulator Breaks","130,000 miles","This is the 3rd of 4 issues. Yeah, I've had all 4 window regulators replaced."
"Nov 05","2012","Liberty Sport Crd","Window Regulator Breaks","130,000 miles","This is the 2nd of 4 issues. Yeah, I've had all 4 window regulators replaced."
"Jun 01","2010","Liberty Sport Crd","Window Regulator Breaks","120,000 miles","This is the 1st for 4 occurrences. Yes, I've had all 4 window regulators replaced."
"Apr 29","2016","Liberty LTD V6","Window Regulator Breaks","77,919 miles","It was pouring down rain and I was on my way to work...I stopped at Taco Bell drive thru and had to roll down my window to pay....pushed the driver side rear button by mistake and the window would NOT go back up! I had to get out and push it up with both hands...got soaked and had to go to work like that! I was PISSED!"
"Aug 01","2016","Liberty Limited 3.7L","Window Regulator Breaks","136,000 miles","Bought this Liberty and since it was winter, never thought to roll down the back window. Hmm, it would not go down. Took it all apart, ordered a replacement regulator and installed it. Now I find out that I have 3 more windows that are gonna break soon. Nice going, Chrysler!"
"Oct 04","2019","Wrangler 2D V6","Death Wobble","5,250 miles","Huge death wobble when hitting potholes on the highway 65mph and up. Vehicle is brand new. This is BS."
"Feb 14","2019","Wrangler Sahara 3.2L","Death Wobble","7,728 miles","Took in the Wrangler with 7728 miles with death wobble issue and because the steering is wandering. They replaced the steering damper and sent me on my way. After 300 miles I took it back and they said cannot repeat it - there's nothing they could do. Took it to an independent shop and they changed it out to a dual steering damper. It was okay until ~16,000 miles and the issue returned. First I took it to shop that installed dual dampers and they said the track bar and tie rod bushings were worn - the dealer should replace."
"Jan 01","2019","Wrangler JL Sahara Unlimted","Death Wobble","2,500 miles","This is my second time taking the Jeep to the dealership for the same issue. Like many others I am experiencing the death wobble issue. They replaced the steering stabilizer and sent me on my way. It didnt fix the issue and if anything made the wobble and steering far worse than it was. They again replaced the steering stabilizer and sent me on my way... I know this isnt going to fix the issue as it only made things worse. How could I POSSIBLY have 2 defective stabilizers? I guess we will see."
"Feb 04","2019","Wrangler JL Sahara Unlimted","Death Wobble","3,500 miles","This is my 3rd time taking the Jeep in for the same death wobble that FCA cant seem to fix or doesn't want to fix. The jeep shakes uncontrollably at freeway speeds they have already replaced my steering stabilizer 4 times which obviously does not fix the problem otherwise I wouldn't keep taking it in. At this point I am starting the process of filing the Lemon law on the vehicle."
"Sep 02","2018","Wrangler Sport","Death Wobble","3,000 miles","New 2018 Jeep Wrangler shakes uncontrollably at highway speeds when I hit a bump. There are a lot of bumps on the highways in upstate NY. When it happens I have to decrease my speed from 65 or 70 to less than 30 to get the shaking to stop. Had my local mechanic look at it. They don't have a clue. Have not been able to bring it into a dealer yet. It happens on every highway trip at least once, usually more than that. Definitely a problem for the other cars on the highway. I have not been rear ended yet but it's going to happen."
"Dec 18","2018","Wrangler Limited 3.2L V6","Death Wobble","3,200 miles","On the highway when I hit bridge seams or bumps the Jeep goes into a shaking pattern that makes it near to impossible to steer. You have to hit the brakes and slow down to about 40 MPH to get it to stop. Extremely dangerous and I fear the next bump will be the one to kill me. I drive the Massachusetts turnpike everyday and everyday it happens 3-4 times! They need to do something before someone ends up killed. I have driven Jeep vehicles since 1978 and I know this is not normal and simply replacing the steering rod does not get it done. It is awful and Jeep should be ashamed of itself."
"Feb 27","2019","Wrangler Unlimited Sport S 3.6L V6","Death Wobble","1,000 miles","Was on the highway and crossed onto an overpass. Now, I've felt a slight wobble in the past when I've hit bumps on the highway, but this time It went into a full wobble at 75mph. The entire front end was shaking violently and the vehicle became unstable and hard to control. I slowed down to 50mph and finally, it subsided. When the person in back of me passed me, he was staring. I'm assuming the violent shaking was clearly visible to others. This vehicle is a month old w/1000 miles, so I called the dealer, but there was no recall. If there is nothing visibly out of order there is nothing they can do. I'm gonna force them to make a repair attempt. At least it will be covered under CT's Lemon Law."
"Aug 06","2018","Wrangler Sahara Unlimited 3.6L V6","Death Wobble","3,000 miles","The death wobble has been worse since the dealership believe the fix was to install a new after-market stabilizer. The steering wheel will shake uncontrollably while on the highway when you hit a bump going anywhere from 65-80mph. Scary. The Jeep is going back in the day after Xmas."
"Mar 31","2017","ML350 V6","Car Shuts Down While Driving","19,000 miles","I own a 2014 ml350 benz and felt safe in it until March 31st 2017. I was driving to work the same way I always go and the engine shut off and the steering wheel locked up on me, and no brakes so it caused an accident. That morning my husband took the car to sarasota fl mercedes dealership to have it looked at...well the dealership said that they did some diagnostic tests and nothing was wrong with the suv and that it was fine and that they did some software updates, I called the mercedes headquarters in new jersey and they said to me that it had to happen again for them to do anything about...really. I think that the benz dealership knows what was wrong with my suv and did not want to claim responsibility for my damage"
"Jun 01","2023","Wrangler Limited 3.6L V6","Head Has To Be Replaced","87,000 miles","I reach out to Chrysler customer service regarding a check engine light which the code is P0306. They told me that my Jeep Wrangler Jk was out of warranty, and they cannot do anything for me."
"Jul 19","2020","Wrangler Sport 3.6L","Head Has To Be Replaced","138,701 miles","Purchased used on 7/19/20, and it started overheating immediately. Going through coolant like crazy, so I contacted dealer. They were no help, so I called Chrysler, and no help. Found in history report that at 24,275 miles left head was replaced, at 102,314 miles both heads replaced."
